250.5	1.118E-17	1.110E-17	1.113E-17	   
251.0	1.123E-17	1.115E-17	1.114E-17	   
251.5	1.164E-17	1.153E-17	1.146E-17	   
252.0	1.165E-17	1.153E-17	1.155E-17	   
252.5	1.143E-17	1.137E-17	1.139E-17	   
253.0	1.149E-17	1.142E-17	1.140E-17	   
253.5	1.167E-17	1.155E-17	1.155E-17	   
254.0	1.169E-17	1.159E-17	1.159E-17	   
254.5	1.145E-17	1.136E-17	1.140E-17	   
255.0	1.174E-17	1.167E-17	1.161E-17	   
255.5	1.184E-17	1.176E-17	1.173E-17	   
256.0	1.158E-17	1.151E-17	1.154E-17	   
256.5	1.132E-17	1.125E-17	1.130E-17	   
257.0	1.147E-17	1.139E-17	1.139E-17	   
257.5	1.134E-17	1.126E-17	1.129E-17	   
258.0	1.130E-17	1.122E-17	1.124E-17	   
258.5	1.172E-17	1.164E-17	1.157E-17	   
259.0	1.151E-17	1.143E-17	1.145E-17	   
259.5	1.084E-17	1.083E-17	1.090E-17	   
260.0	1.086E-17	1.085E-17	1.080E-17	   
260.5	1.128E-17	1.120E-17	1.114E-17	   
261.0	1.095E-17	1.090E-17	1.094E-17	   
261.5	1.056E-17	1.054E-17	1.057E-17	   
262.0	1.064E-17	1.061E-17	1.057E-17	   
262.5	1.072E-17	1.067E-17	1.066E-17	   
263.0	1.016E-17	1.015E-17	1.022E-17	   
263.5	9.940E-18	9.947E-18	9.959E-18	   
264.0	1.013E-17	1.010E-17	1.006E-17	   
264.5	1.013E-17	1.012E-17	1.007E-17	   
265.0	9.612E-18	9.605E-18	9.657E-18	   
265.5	9.683E-18	9.656E-18	9.650E-18	   
266.0	9.467E-18	9.434E-18	9.485E-18	   
266.5	9.206E-18	9.200E-18	9.221E-18	   
267.0	8.779E-18	8.780E-18	8.841E-18	   
267.5	9.005E-18	8.951E-18	8.938E-18	   
268.0	8.722E-18	8.711E-18	8.754E-18	   
268.5	8.293E-18	8.301E-18	8.363E-18	   
269.0	8.038E-18	8.037E-18	8.104E-18	   
269.5	8.208E-18	8.220E-18	8.151E-18	   
270.0	7.961E-18	7.982E-18	7.980E-18	   
270.5	7.544E-18	7.555E-18	7.636E-18	   
271.0	7.367E-18	7.365E-18	7.415E-18	   
271.5	7.248E-18	7.266E-18	7.266E-18	   
272.0	7.107E-18	7.114E-18	7.147E-18	   
272.5	6.842E-18	6.876E-18	6.899E-18	   
273.0	6.660E-18	6.754E-18	6.698E-18	   
273.5	6.401E-18	6.421E-18	6.460E-18	   
274.0	6.013E-18	6.099E-18	6.140E-18	   
274.5	5.927E-18	5.975E-18	5.968E-18	   
275.0	5.871E-18	5.861E-18	5.913E-18	   
275.5	5.629E-18	5.610E-18	5.606E-18	   
276.0	5.379E-18	5.395E-18	5.450E-18	   
276.5	5.196E-18	5.232E-18	5.221E-18	   
277.0	5.040E-18	5.089E-18	5.096E-18	   
277.5	4.923E-18	4.903E-18	4.906E-18	   
278.0	4.617E-18	4.650E-18	4.668E-18	   
278.5	4.457E-18	4.521E-18	4.516E-18	   
279.0	4.245E-18	4.298E-18	4.326E-18	   
279.5	4.129E-18	4.138E-18	4.158E-18	   
280.0	3.983E-18	3.952E-18	4.001E-18	   
280.5	3.718E-18	3.747E-18	3.727E-18	   
281.0	3.642E-18	3.677E-18	3.673E-18	   
281.5	3.337E-18	3.376E-18	3.404E-18	   
282.0	3.220E-18	3.239E-18	3.250E-18	   
282.5	3.100E-18	3.111E-18	3.122E-18	   
283.0	2.990E-18	3.011E-18	3.025E-18	   
283.5	2.935E-18	2.933E-18	2.963E-18	   
284.0	2.644E-18	2.674E-18	2.712E-18	   
284.5	2.524E-18	2.577E-18	2.598E-18	   
285.0	2.398E-18	2.445E-18	2.465E-18	   
285.5	2.254E-18	2.276E-18	2.322E-18	   
286.0	2.195E-18	2.205E-18	2.238E-18	   
286.5	2.053E-18	2.094E-18	2.103E-18	   
287.0	1.978E-18	2.010E-18	2.034E-18	   
287.5	1.842E-18	1.858E-18	1.912E-18	   
288.0	1.687E-18	1.726E-18	1.750E-18	   
288.5	1.620E-18	1.641E-18	1.673E-18	   
289.0	1.535E-18	1.552E-18	1.585E-18	   
289.5	1.429E-18	1.470E-18	1.512E-18	   
290.0	1.365E-18	1.396E-18	1.418E-18	   
290.5	1.299E-18	1.319E-18	1.358E-18	   
291.0	1.225E-18	1.249E-18	1.285E-18	   
291.5	1.118E-18	1.145E-18	1.194E-18	   
292.0	1.043E-18	1.074E-18	1.111E-18	   
292.5	9.969E-19	1.028E-18	1.056E-18	   
293.0	9.375E-19	9.659E-19	1.002E-18	   
293.5	8.637E-19	8.831E-19	9.215E-19	   
294.0	8.148E-19	8.447E-19	8.711E-19	   
294.5	7.824E-19	7.943E-19	8.193E-19	   
295.0	7.270E-19	7.492E-19	7.753E-19	   
295.5	6.598E-19	6.853E-19	7.155E-19	   
296.0	6.202E-19	6.466E-19	6.727E-19	   
296.5	5.865E-19	6.010E-19	6.274E-19	   
297.0	5.469E-19	5.696E-19	5.955E-19	   
297.5	5.002E-19	5.231E-19	5.520E-19	   
298.0	4.714E-19	4.875E-19	5.124E-19	   
298.5	4.449E-19	4.597E-19	4.840E-19	   
299.0	4.231E-19	4.342E-19	4.551E-19	   
299.5	3.800E-19	3.959E-19	4.187E-19	   
300.0	3.616E-19	3.740E-19	3.964E-19	   
300.5	3.396E-19	3.540E-19	3.723E-19	   
301.0	3.128E-19	3.227E-19	3.463E-19	   
301.5	2.895E-19	3.018E-19	3.223E-19	   
302.0	2.796E-19	2.891E-19	3.073E-19	   
302.5	2.600E-19	2.678E-19	2.869E-19	   
303.0	2.325E-19	2.452E-19	2.650E-19	   
303.5	2.198E-19	2.300E-19	2.458E-19	   
304.0	2.156E-19	2.226E-19	2.401E-19	   
304.5	1.984E-19	2.081E-19	2.188E-19	   
305.0	1.771E-19	1.862E-19	2.015E-19	   
305.5	1.631E-19	1.732E-19	1.879E-19	   
306.0	1.603E-19	1.678E-19	1.808E-19	   
306.5	1.549E-19	1.612E-19	1.711E-19	   
307.0	1.367E-19	1.449E-19	1.565E-19	   
307.5	1.200E-19	1.306E-19	1.421E-19	   
308.0	1.202E-19	1.267E-19	1.364E-19	   
308.5	1.118E-19	1.173E-19	1.290E-19	   
309.0	1.064E-19	1.145E-19	1.243E-19	   
309.5	9.425E-20	9.715E-20	1.097E-19	   
310.0	8.637E-20	9.303E-20	1.020E-19	   
310.5	8.314E-20	8.803E-20	9.705E-20	   
311.0	7.925E-20	8.480E-20	9.260E-20	   
311.5	7.831E-20	8.243E-20	8.990E-20	   
312.0	6.697E-20	7.200E-20	7.947E-20	   
312.5	6.074E-20	6.575E-20	7.209E-20	   
313.0	5.691E-20	6.199E-20	6.883E-20	   
313.5	6.169E-20	6.407E-20	7.032E-20	   
314.0	5.334E-20	5.670E-20	6.294E-20	   
314.5	4.294E-20	4.776E-20	5.400E-20	   
315.0	4.186E-20	4.585E-20	5.199E-20	   
315.5	4.837E-20	5.028E-20	5.529E-20	   
316.0	3.896E-20	4.226E-20	4.792E-20	   
316.5	3.351E-20	3.750E-20	4.251E-20	   
317.0	3.351E-20	3.740E-20	4.146E-20	   
317.5	3.420E-20	3.662E-20	4.098E-20	   
318.0	3.063E-20	3.322E-20	3.757E-20	   
318.5	2.340E-20	2.651E-20	3.127E-20	   
319.0	1.999E-20	2.350E-20	2.765E-20	   
319.5	2.712E-20	2.880E-20	3.213E-20	   
320.0	2.859E-20	3.022E-20	3.243E-20	   
320.5	1.963E-20	2.223E-20	2.561E-20	   
321.0	1.368E-20	1.670E-20	2.041E-20	   
321.5	1.361E-20	1.615E-20	1.922E-20	   
322.0	2.117E-20	2.242E-20	2.435E-20	   
322.5	1.793E-20	1.975E-20	2.200E-20	   
323.0	1.529E-20	1.760E-20	1.983E-20	   
323.5	8.902E-21	1.141E-20	1.421E-20	   
324.0	7.852E-21	9.893E-21	1.250E-20	   
324.5	9.488E-21	1.104E-20	1.321E-20	   
325.0	1.486E-20	1.593E-20	1.727E-20	   
325.5	1.241E-20	1.359E-20	1.513E-20	   
326.0	7.276E-21	9.125E-21	1.105E-20	   
326.5	4.945E-21	6.579E-21	8.550E-21	   
327.0	6.158E-21	7.214E-21	8.875E-21	   
327.5	6.491E-21	7.691E-21	9.160E-21	   
328.0	1.158E-20	1.221E-20	1.300E-20	   
328.5	6.374E-21	7.731E-21	9.452E-21	   
329.0	3.460E-21	4.785E-21	6.504E-21	   
329.5	2.666E-21	3.750E-21	5.180E-21	   
330.0	2.854E-21	3.770E-21	4.923E-21	   
330.5	5.695E-21	6.381E-21	7.302E-21	   
331.0	7.130E-21	7.511E-21	8.328E-21	   
331.5	4.584E-21	5.535E-21	6.572E-21	   
332.0	2.415E-21	3.283E-21	4.347E-21	   
332.5	1.567E-21	2.295E-21	3.194E-21	   
333.0	2.187E-21	2.731E-21	3.528E-21	   
333.5	3.693E-21	4.033E-21	4.665E-21	   
334.0	3.788E-21	4.474E-21	5.343E-21	   
334.5	2.117E-21	2.788E-21	3.550E-21	   
335.0	1.274E-21	1.730E-21	2.434E-21	   
335.5	8.760E-22	1.347E-21	1.955E-21	   
336.0	8.710E-22	1.312E-21	1.875E-21	   
336.5	1.837E-21	2.216E-21	2.753E-21	   
337.0	2.464E-21	2.686E-21	3.236E-21	   
337.5	2.590E-21	2.978E-21	3.299E-21	   
338.0	1.311E-21	1.641E-21	2.086E-21	   
338.5	6.950E-22	1.002E-21	1.413E-21	   
339.0	5.460E-22	8.360E-22	1.343E-21	   
339.5	7.130E-22	1.127E-21	1.662E-21	   
340.0	1.549E-21	1.670E-21	2.082E-21	   
340.5	1.133E-21	1.434E-21	1.784E-21	   
341.0	5.940E-22	8.630E-22	1.134E-21	   
341.5	3.520E-22	5.370E-22	8.080E-22	   
342.0	2.850E-22	4.880E-22	7.760E-22	   
342.5	2.360E-22	4.140E-22	7.140E-22	   
343.0	3.720E-22	6.400E-22	9.770E-22	   
343.5	4.410E-22	6.330E-22	9.360E-22	   
344.0	1.271E-21	1.336E-21	1.419E-21	   
344.5	7.300E-22	8.650E-22	9.160E-22	   
345.0	3.900E-22	5.900E-22	6.440E-22	   
345.5	2.690E-22	4.390E-22	6.930E-22	   
346.0	1.950E-22	3.840E-22	6.410E-22	   
346.5	1.780E-22	2.710E-22	5.390E-22	   
347.0	2.830E-22	3.230E-22	4.670E-22	   
347.5	2.950E-22	4.290E-22	5.030E-22	   
348.0	1.810E-22	2.490E-22	3.860E-22	   
348.5	9.600E-23	2.170E-22	2.850E-22	   
349.0	8.300E-23	1.630E-22	2.710E-22	   
349.5	1.000E-22	2.510E-22	4.050E-22	   
350.0	7.600E-23	1.930E-22	2.940E-22	 
